 ;5.02 BN - Kennedybrücke (Südseite) Barometer ;5.02 BN - Kennedybrücke (Südseite) IN ;5.02 BN - Kennedybrücke (Südseite) Barometer Radfahrer Ri. Beuel
2016-12-30-19-30-00;30;4;26
2016-12-30-19-45-00;32;10;22
2016-12-30-20-00-00;20;6;14
2016-12-30-20-15-00;18;5;13
2016-12-30-20-30-00;19;5;14
2016-12-30-20-45-00;10;1;9
2016-12-30-21-00-00;15;2;13
2016-12-30-21-15-00;14;3;11
2016-12-30-21-30-00;10;1;9
2016-12-30-21-45-00;9;1;8
2016-12-30-22-00-00;12;1;11
2016-12-30-22-15-00;5;0;5
2016-12-30-22-30-00;10;2;8
2016-12-30-22-45-00;13;3;10
2016-12-30-23-00-00;6;4;2
2016-12-30-23-15-00;5;0;5
2016-12-30-23-30-00;10;0;10
2016-12-30-23-45-00;6;1;5
2016-12-31-00-00-00;4;0;4
2016-12-31-00-15-00;7;1;6
2016-12-31-00-30-00;7;4;3
2016-12-31-00-45-00;6;2;4
2016-12-31-01-00-00;3;0;3
2016-12-31-01-15-00;5;0;5
2016-12-31-01-30-00;3;0;3
2016-12-31-01-45-00;3;1;2
2016-12-31-02-00-00;2;2;0
2016-12-31-02-15-00;2;0;2
2016-12-31-02-30-00;3;0;3
2016-12-31-02-45-00;1;0;1
2016-12-31-03-00-00;0;0;0
2016-12-31-03-15-00;0;0;0
2016-12-31-03-30-00;0;0;0
2016-12-31-03-45-00;1;0;1
2016-12-31-04-00-00;1;0;1
2016-12-31-04-15-00;4;3;1
2016-12-31-04-30-00;0;0;0
2016-12-31-04-45-00;2;1;1
2016-12-31-05-00-00;2;0;2
2016-12-31-05-15-00;2;2;0
2016-12-31-05-30-00;2;2;0
2016-12-31-05-45-00;3;1;2
2016-12-31-06-00-00;0;0;0
2016-12-31-06-15-00;2;1;1
2016-12-31-06-30-00;3;2;1
2016-12-31-06-45-00;2;2;0
2016-12-31-07-00-00;2;2;0
2016-12-31-07-15-00;2;2;0
2016-12-31-07-30-00;3;1;2
2016-12-31-07-45-00;3;2;1
2016-12-31-08-00-00;3;1;2
2016-12-31-08-15-00;3;0;3
2016-12-31-08-30-00;4;3;1
2016-12-31-08-45-00;9;6;3
2016-12-31-09-00-00;13;7;6
2016-12-31-09-15-00;10;4;6
2016-12-31-09-30-00;13;10;3
2016-12-31-09-45-00;12;5;7
2016-12-31-10-00-00;22;11;11
2016-12-31-10-15-00;13;4;9
2016-12-31-10-30-00;13;2;11
2016-12-31-10-45-00;21;7;14
2016-12-31-11-00-00;33;15;18
2016-12-31-11-15-00;31;17;14
2016-12-31-11-30-00;25;13;12
2016-12-31-11-45-00;40;16;24
2016-12-31-12-00-00;36;7;29
2016-12-31-12-15-00;51;29;22
2016-12-31-12-30-00;46;22;24
2016-12-31-12-45-00;51;13;38
2016-12-31-13-00-00;41;7;34
2016-12-31-13-15-00;49;14;35
2016-12-31-13-30-00;43;9;34
2016-12-31-13-45-00;54;8;46
2016-12-31-14-00-00;58;9;49
2016-12-31-14-15-00;52;10;42
2016-12-31-14-30-00;30;11;19
2016-12-31-14-45-00;20;5;15
2016-12-31-15-00-00;34;4;30
2016-12-31-15-15-00;41;9;32
2016-12-31-15-30-00;21;6;15
2016-12-31-15-45-00;24;2;22
2016-12-31-16-00-00;30;9;21
2016-12-31-16-15-00;19;5;14
2016-12-31-16-30-00;15;5;10
2016-12-31-16-45-00;12;2;10
2016-12-31-17-00-00;13;2;11
2016-12-31-17-15-00;16;8;8
2016-12-31-17-30-00;18;4;14
2016-12-31-17-45-00;23;3;20
2016-12-31-18-00-00;20;4;16
2016-12-31-18-15-00;24;7;17
2016-12-31-18-30-00;11;2;9
2016-12-31-18-45-00;32;14;18
2016-12-31-19-00-00;27;6;21
2016-12-31-19-15-00;18;5;13
2016-12-31-19-30-00;20;14;6
2016-12-31-19-45-00;29;10;19
2016-12-31-20-00-00;11;5;6
2016-12-31-20-15-00;24;9;15
2016-12-31-20-30-00;13;0;13
2016-12-31-20-45-00;7;0;7
2016-12-31-21-00-00;9;0;9
2016-12-31-21-15-00;17;7;10
2016-12-31-21-30-00;7;4;3
2016-12-31-21-45-00;11;8;3
2016-12-31-22-00-00;17;5;12
2016-12-31-22-15-00;14;2;12
2016-12-31-22-30-00;17;2;15
2016-12-31-22-45-00;4;0;4
2016-12-31-23-00-00;9;1;8
2016-12-31-23-15-00;19;1;18
2016-12-31-23-30-00;3;0;3
2016-12-31-23-45-00;8;5;3
2017-01-02-00-00-00;4;3;1
2017-01-02-00-15-00;2;1;1
2017-01-02-00-30-00;0;0;0
2017-01-02-00-45-00;0;0;0
2017-01-02-01-00-00;1;0;1
2017-01-02-01-15-00;0;0;0
2017-01-02-01-30-00;0;0;0
2017-01-02-01-45-00;0;0;0
2017-01-02-02-00-00;0;0;0
2017-01-02-02-15-00;0;0;0
2017-01-02-02-30-00;0;0;0
2017-01-02-02-45-00;0;0;0
2017-01-02-03-00-00;0;0;0
2017-01-02-03-15-00;4;0;4
2017-01-02-03-30-00;1;0;1
2017-01-02-03-45-00;1;1;0
2017-01-02-04-00-00;1;1;0
2017-01-02-04-15-00;1;0;1
2017-01-02-04-30-00;1;1;0
2017-01-02-04-45-00;2;0;2
2017-01-02-05-00-00;2;2;0
2017-01-02-05-15-00;3;1;2
2017-01-02-05-30-00;5;0;5
2017-01-02-05-45-00;9;4;5
2017-01-02-06-00-00;6;1;5
2017-01-02-06-15-00;6;1;5
2017-01-02-06-30-00;5;4;1
2017-01-02-06-45-00;10;4;6
2017-01-02-07-00-00;9;8;1
2017-01-02-07-15-00;17;9;8
2017-01-02-07-30-00;12;5;7
2017-01-02-07-45-00;26;11;15
2017-01-02-08-00-00;18;13;5
2017-01-02-08-15-00;26;14;12
2017-01-02-08-30-00;16;9;7
2017-01-02-08-45-00;15;7;8
2017-01-02-09-00-00;19;12;7
2017-01-02-09-15-00;23;10;13
2017-01-02-09-30-00;17;8;9
2017-01-02-09-45-00;10;4;6
2017-01-02-10-00-00;11;6;5
2017-01-02-10-15-00;12;6;6
2017-01-02-10-30-00;12;5;7
2017-01-02-10-45-00;16;7;9
2017-01-02-11-00-00;14;7;7
2017-01-02-11-15-00;11;4;7
2017-01-02-11-30-00;9;3;6
2017-01-02-11-45-00;10;3;7
2017-01-02-12-00-00;16;4;12
2017-01-02-12-15-00;18;7;11
2017-01-02-12-30-00;9;3;6
2017-01-02-12-45-00;22;8;14
2017-01-02-13-00-00;18;4;14
2017-01-02-13-15-00;10;2;8
2017-01-02-13-30-00;13;4;9
2017-01-02-13-45-00;16;3;13
2017-01-02-14-00-00;21;7;14
2017-01-02-14-15-00;20;5;15
2017-01-02-14-30-00;27;11;16
2017-01-02-14-45-00;26;5;21
2017-01-02-15-00-00;27;9;18
2017-01-02-15-15-00;28;5;23
2017-01-02-15-30-00;25;3;22
2017-01-02-15-45-00;23;6;17
2017-01-02-16-00-00;36;15;21
2017-01-02-16-15-00;36;8;28
2017-01-02-16-30-00;50;9;41
2017-01-02-16-45-00;38;5;33
2017-01-02-17-00-00;39;10;29
2017-01-02-17-15-00;51;12;39
2017-01-02-17-30-00;37;2;35
2017-01-02-17-45-00;38;8;30
2017-01-02-18-00-00;32;3;29
2017-01-02-18-15-00;35;6;29
2017-01-02-18-30-00;31;3;28
2017-01-02-18-45-00;28;7;21
2017-01-02-19-00-00;26;5;21
2017-01-02-19-15-00;28;7;21
2017-01-02-19-30-00;23;4;19
2017-01-02-19-45-00;20;4;16
2017-01-02-20-00-00;13;3;10
2017-01-02-20-15-00;15;4;11
2017-01-02-20-30-00;12;3;9
2017-01-02-20-45-00;12;5;7
2017-01-02-21-00-00;9;1;8
2017-01-02-21-15-00;6;1;5
2017-01-02-21-30-00;9;0;9
2017-01-02-21-45-00;12;2;10
2017-01-02-22-00-00;7;1;6
2017-01-02-22-15-00;1;0;1
2017-01-02-22-30-00;5;1;4
2017-01-02-22-45-00;10;3;7
2017-01-02-23-00-00;5;2;3
2017-01-02-23-15-00;3;2;1
2017-01-02-23-30-00;3;0;3
2017-01-02-23-45-00;1;0;1
2017-01-03-00-00-00;0;0;0
2017-01-03-00-15-00;3;0;3
2017-01-03-00-30-00;1;0;1
2017-01-03-00-45-00;1;0;1
2017-01-03-01-00-00;0;0;0
2017-01-03-01-15-00;1;1;0
2017-01-03-01-30-00;0;0;0
2017-01-03-01-45-00;1;0;1
2017-01-03-02-00-00;0;0;0
2017-01-03-02-15-00;0;0;0
2017-01-03-02-30-00;0;0;0
2017-01-03-02-45-00;1;0;1
2017-01-03-03-00-00;1;0;1
2017-01-03-03-15-00;0;0;0
2017-01-03-03-30-00;2;1;1
2017-01-03-03-45-00;1;0;1
2017-01-03-04-00-00;2;1;1
2017-01-03-04-15-00;1;1;0
2017-01-03-04-30-00;2;1;1
2017-01-03-04-45-00;4;2;2
2017-01-03-05-00-00;2;2;0
2017-01-03-05-15-00;2;1;1
2017-01-03-05-30-00;8;1;7
2017-01-03-05-45-00;6;3;3
2017-01-03-06-00-00;7;6;1
2017-01-03-06-15-00;9;1;8
2017-01-03-06-30-00;16;9;7
2017-01-03-06-45-00;11;8;3
2017-01-03-07-00-00;18;9;9
2017-01-03-07-15-00;20;11;9
2017-01-03-07-30-00;33;14;19
2017-01-03-07-45-00;29;12;17
2017-01-03-08-00-00;31;13;18
2017-01-03-08-15-00;38;24;14
2017-01-03-08-30-00;38;18;20
2017-01-03-08-45-00;44;24;20
2017-01-03-09-00-00;26;16;10
2017-01-03-09-15-00;32;24;8
2017-01-03-09-30-00;17;3;14
2017-01-03-09-45-00;20;10;10
2017-01-03-10-00-00;19;6;13
2017-01-03-10-15-00;21;10;11
2017-01-03-10-30-00;35;17;18
2017-01-03-10-45-00;30;11;19
2017-01-03-11-00-00;18;9;9
2017-01-03-11-15-00;36;16;20
2017-01-03-11-30-00;18;6;12
2017-01-03-11-45-00;31;9;22
2017-01-03-12-00-00;31;8;23
2017-01-03-12-15-00;32;9;23
2017-01-03-12-30-00;20;7;13
2017-01-03-12-45-00;36;10;26
2017-01-03-13-00-00;38;11;27
2017-01-03-13-15-00;46;10;36
2017-01-03-13-30-00;38;13;25
2017-01-03-13-45-00;30;7;23
2017-01-03-14-00-00;29;6;23
2017-01-03-14-15-00;30;10;20
2017-01-03-14-30-00;45;8;37
2017-01-03-14-45-00;47;12;35
2017-01-03-15-00-00;38;13;25
2017-01-03-15-15-00;44;11;33
2017-01-03-15-30-00;39;9;30
2017-01-03-15-45-00;48;9;39
2017-01-03-16-00-00;48;9;39
2017-01-03-16-15-00;70;11;59
2017-01-03-16-30-00;68;12;56
2017-01-03-16-45-00;66;14;52
2017-01-03-17-00-00;54;9;45
2017-01-03-17-15-00;71;19;52
2017-01-03-17-30-00;58;19;39
2017-01-03-17-45-00;51;9;42
2017-01-03-18-00-00;51;8;43
2017-01-03-18-15-00;50;6;44
2017-01-03-18-30-00;62;17;45
2017-01-03-18-45-00;43;3;40
2017-01-03-19-00-00;37;3;34
2017-01-03-19-15-00;42;14;28
2017-01-03-19-30-00;25;4;21
2017-01-03-19-45-00;19;2;17
2017-01-03-20-00-00;27;8;19
2017-01-03-20-15-00;21;3;18
2017-01-03-20-30-00;23;5;18
2017-01-03-20-45-00;21;3;18
2017-01-03-21-00-00;13;1;12
2017-01-03-21-15-00;14;2;12
2017-01-03-21-30-00;19;3;16
2017-01-03-21-45-00;9;4;5
2017-01-03-22-00-00;18;5;13
2017-01-03-22-15-00;6;0;6
2017-01-03-22-30-00;12;3;9
2017-01-03-22-45-00;2;0;2
2017-01-03-23-00-00;10;1;9
2017-01-03-23-15-00;10;4;6
2017-01-03-23-30-00;6;3;3
2017-01-03-23-45-00;4;1;3
2017-01-04-00-00-00;3;0;3
2017-01-04-00-15-00;3;0;3
2017-01-04-00-30-00;5;0;5
2017-01-04-00-45-00;5;0;5
2017-01-04-01-00-00;4;4;0
2017-01-04-01-15-00;1;0;1
2017-01-04-01-30-00;0;0;0
2017-01-04-01-45-00;1;1;0
2017-01-04-02-00-00;2;1;1
2017-01-04-02-15-00;5;3;2
2017-01-04-02-30-00;1;0;1
2017-01-04-02-45-00;2;0;2
2017-01-04-03-00-00;1;1;0
2017-01-04-03-15-00;0;0;0
2017-01-04-03-30-00;1;0;1
2017-01-04-03-45-00;0;0;0
2017-01-04-04-00-00;1;0;1
2017-01-04-04-15-00;1;0;1
2017-01-04-04-30-00;2;2;0
2017-01-04-04-45-00;3;1;2
2017-01-04-05-00-00;2;1;1
2017-01-04-05-15-00;1;1;0
2017-01-04-05-30-00;5;2;3
2017-01-04-05-45-00;8;5;3
2017-01-04-06-00-00;8;5;3
2017-01-04-06-15-00;5;1;4
2017-01-04-06-30-00;9;3;6
2017-01-04-06-45-00;17;10;7
2017-01-04-07-00-00;25;14;11
2017-01-04-07-15-00;24;15;9
2017-01-04-07-30-00;31;13;18
2017-01-04-07-45-00;38;27;11
2017-01-04-08-00-00;20;8;12
2017-01-04-08-15-00;27;18;9
2017-01-04-08-30-00;35;11;24
2017-01-04-08-45-00;32;21;11
2017-01-04-09-00-00;32;10;22
2017-01-04-09-15-00;19;11;8
2017-01-04-09-30-00;23;6;17
2017-01-04-09-45-00;21;8;13
2017-01-04-10-00-00;10;5;5
2017-01-04-10-15-00;17;8;9
2017-01-04-10-30-00;14;8;6
2017-01-04-10-45-00;23;7;16
2017-01-04-11-00-00;21;5;16
2017-01-04-11-15-00;22;9;13
2017-01-04-11-30-00;20;10;10
2017-01-04-11-45-00;21;7;14
2017-01-04-12-00-00;20;3;17
2017-01-04-12-15-00;23;9;14
2017-01-04-12-30-00;32;11;21
2017-01-04-12-45-00;26;4;22
2017-01-04-13-00-00;27;6;21
2017-01-04-13-15-00;19;2;17
2017-01-04-13-30-00;33;7;26
2017-01-04-13-45-00;35;13;22
2017-01-04-14-00-00;18;7;11
2017-01-04-14-15-00;25;7;18
2017-01-04-14-30-00;20;7;13
2017-01-04-14-45-00;28;8;20
2017-01-04-15-00-00;29;6;23
2017-01-04-15-15-00;29;11;18
2017-01-04-15-30-00;27;6;21
2017-01-04-15-45-00;39;10;29
2017-01-04-16-00-00;40;10;30
2017-01-04-16-15-00;46;12;34
2017-01-04-16-30-00;68;15;53
2017-01-04-16-45-00;60;14;46
2017-01-04-17-00-00;50;8;42
2017-01-04-17-15-00;62;10;52
2017-01-04-17-30-00;39;3;36
2017-01-04-17-45-00;43;7;36
2017-01-04-18-00-00;51;7;44
2017-01-04-18-15-00;49;11;38
2017-01-04-18-30-00;40;5;35
2017-01-04-18-45-00;43;6;37
2017-01-04-19-00-00;38;2;36
2017-01-04-19-15-00;34;5;29
2017-01-04-19-30-00;26;5;21
2017-01-04-19-45-00;34;3;31
2017-01-04-20-00-00;22;9;13
2017-01-04-20-15-00;22;3;19
2017-01-04-20-30-00;18;7;11
2017-01-04-20-45-00;11;1;10
2017-01-04-21-00-00;16;4;12
2017-01-04-21-15-00;8;3;5
2017-01-04-21-30-00;14;3;11
2017-01-04-21-45-00;10;3;7
2017-01-04-22-00-00;12;4;8
2017-01-04-22-15-00;8;1;7
2017-01-04-22-30-00;10;1;9
2017-01-04-22-45-00;7;3;4
2017-01-04-23-00-00;11;3;8
2017-01-04-23-15-00;7;2;5
2017-01-04-23-30-00;4;0;4
2017-01-04-23-45-00;8;2;6
2017-01-05-00-00-00;1;0;1
2017-01-05-00-15-00;6;0;6
2017-01-05-00-30-00;2;0;2
2017-01-05-00-45-00;0;0;0
2017-01-05-01-00-00;0;0;0
2017-01-05-01-15-00;1;1;0
2017-01-05-01-30-00;1;0;1
2017-01-05-01-45-00;0;0;0
2017-01-05-02-00-00;1;0;1
2017-01-05-02-15-00;0;0;0
2017-01-05-02-30-00;1;0;1
2017-01-05-02-45-00;0;0;0
2017-01-05-03-00-00;2;0;2
2017-01-05-03-15-00;0;0;0
2017-01-05-03-30-00;2;1;1
2017-01-05-03-45-00;1;0;1
2017-01-05-04-00-00;1;0;1
2017-01-05-04-15-00;1;0;1
2017-01-05-04-30-00;2;2;0
2017-01-05-04-45-00;4;1;3
2017-01-05-05-00-00;4;1;3
2017-01-05-05-15-00;1;1;0
2017-01-05-05-30-00;7;2;5
2017-01-05-05-45-00;7;5;2
2017-01-05-06-00-00;6;3;3
2017-01-05-06-15-00;11;4;7
2017-01-05-06-30-00;15;9;6
2017-01-05-06-45-00;20;11;9
2017-01-05-07-00-00;24;12;12
2017-01-05-07-15-00;30;13;17
2017-01-05-07-30-00;34;18;16
2017-01-05-07-45-00;45;30;15
2017-01-05-08-00-00;32;20;12
2017-01-05-08-15-00;49;26;23
2017-01-05-08-30-00;45;23;22
2017-01-05-08-45-00;49;23;26
2017-01-05-09-00-00;37;20;17
2017-01-05-09-15-00;36;22;14
2017-01-05-09-30-00;31;10;21
2017-01-05-09-45-00;22;9;13
2017-01-05-10-00-00;27;10;17
2017-01-05-10-15-00;19;12;7
2017-01-05-10-30-00;21;9;12
2017-01-05-10-45-00;32;10;22
2017-01-05-11-00-00;25;9;16
2017-01-05-11-15-00;33;9;24
2017-01-05-11-30-00;37;10;27
2017-01-05-11-45-00;29;11;18
2017-01-05-12-00-00;38;15;23
2017-01-05-12-15-00;42;18;24
2017-01-05-12-30-00;29;7;22
2017-01-05-12-45-00;42;12;30
2017-01-05-13-00-00;37;8;29
2017-01-05-13-15-00;44;18;26
2017-01-05-13-30-00;37;7;30
2017-01-05-13-45-00;51;16;35
2017-01-05-14-00-00;46;18;28
2017-01-05-14-15-00;40;9;31
2017-01-05-14-30-00;47;14;33
2017-01-05-14-45-00;53;21;32
2017-01-05-15-00-00;55;14;41
2017-01-05-15-15-00;68;17;51
2017-01-05-15-30-00;69;23;46
2017-01-05-15-45-00;64;14;50
2017-01-05-16-00-00;58;9;49
2017-01-05-16-15-00;78;17;61
2017-01-05-16-30-00;89;14;75
2017-01-05-16-45-00;78;16;62
2017-01-05-17-00-00;77;14;63
2017-01-05-17-15-00;80;12;68
2017-01-05-17-30-00;67;8;59
2017-01-05-17-45-00;51;15;36
2017-01-05-18-00-00;65;6;59
2017-01-05-18-15-00;59;11;48
2017-01-05-18-30-00;67;13;54
2017-01-05-18-45-00;69;15;54
2017-01-05-19-00-00;47;7;40
2017-01-05-19-15-00;45;7;38
2017-01-05-19-30-00;29;5;24
2017-01-05-19-45-00;30;5;25
2017-01-05-20-00-00;33;6;27
2017-01-05-20-15-00;24;7;17
2017-01-05-20-30-00;17;3;14
2017-01-05-20-45-00;17;2;15
2017-01-05-21-00-00;17;4;13
2017-01-05-21-15-00;12;1;11
2017-01-05-21-30-00;9;0;9
2017-01-05-21-45-00;9;1;8
2017-01-05-22-00-00;20;1;19
2017-01-05-22-15-00;11;2;9
2017-01-05-22-30-00;7;3;4
2017-01-05-22-45-00;7;2;5
2017-01-05-23-00-00;16;4;12
2017-01-05-23-15-00;13;3;10
2017-01-05-23-30-00;12;4;8
2017-01-05-23-45-00;6;0;6
2017-01-06-00-00-00;4;0;4
2017-01-06-00-15-00;6;1;5
2017-01-06-00-30-00;6;2;4
2017-01-06-00-45-00;1;0;1
2017-01-06-01-00-00;5;2;3
2017-01-06-01-15-00;5;0;5
2017-01-06-01-30-00;2;0;2
2017-01-06-01-45-00;0;0;0
2017-01-06-02-00-00;0;0;0
2017-01-06-02-15-00;0;0;0
2017-01-06-02-30-00;1;0;1
2017-01-06-02-45-00;1;0;1
2017-01-06-03-00-00;2;1;1
2017-01-06-03-15-00;0;0;0
2017-01-06-03-30-00;3;2;1
2017-01-06-03-45-00;0;0;0
2017-01-06-04-00-00;3;1;2
2017-01-06-04-15-00;1;0;1
2017-01-06-04-30-00;2;2;0
2017-01-06-04-45-00;2;1;1
2017-01-06-05-00-00;6;3;3
2017-01-06-05-15-00;1;1;0
2017-01-06-05-30-00;4;0;4
2017-01-06-05-45-00;5;4;1
2017-01-06-06-00-00;7;4;3
2017-01-06-06-15-00;16;8;8
2017-01-06-06-30-00;14;7;7
2017-01-06-06-45-00;13;6;7
2017-01-06-07-00-00;23;17;6
2017-01-06-07-15-00;23;13;10
2017-01-06-07-30-00;24;16;8
2017-01-06-07-45-00;29;15;14
2017-01-06-08-00-00;33;22;11
2017-01-06-08-15-00;35;20;15
2017-01-06-08-30-00;34;18;16
2017-01-06-08-45-00;39;17;22
2017-01-06-09-00-00;33;21;12
2017-01-06-09-15-00;22;16;6
2017-01-06-09-30-00;35;20;15
2017-01-06-09-45-00;25;8;17
2017-01-06-10-00-00;28;11;17
2017-01-06-10-15-00;21;10;11
2017-01-06-10-30-00;19;11;8
2017-01-06-10-45-00;26;13;13
2017-01-06-11-00-00;27;15;12
2017-01-06-11-15-00;26;10;16
2017-01-06-11-30-00;31;9;22
2017-01-06-11-45-00;33;11;22
2017-01-06-12-00-00;45;20;25
2017-01-06-12-15-00;31;9;22
2017-01-06-12-30-00;46;12;34
2017-01-06-12-45-00;30;4;26
2017-01-06-13-00-00;42;17;25
2017-01-06-13-15-00;33;10;23
2017-01-06-13-30-00;49;14;35
2017-01-06-13-45-00;35;5;30
2017-01-06-14-00-00;46;11;35
2017-01-06-14-15-00;51;13;38
2017-01-06-14-30-00;40;11;29
2017-01-06-14-45-00;60;8;52
2017-01-06-15-00-00;49;8;41
2017-01-06-15-15-00;59;13;46
2017-01-06-15-30-00;60;12;48
2017-01-06-15-45-00;49;5;44
2017-01-06-16-00-00;48;10;38
2017-01-06-16-15-00;71;10;61
2017-01-06-16-30-00;64;16;48
2017-01-06-16-45-00;64;18;46
2017-01-06-17-00-00;54;8;46
2017-01-06-17-15-00;54;16;38
2017-01-06-17-30-00;48;11;37
2017-01-06-17-45-00;57;16;41
2017-01-06-18-00-00;52;12;40
2017-01-06-18-15-00;56;13;43
2017-01-06-18-30-00;33;9;24
2017-01-06-18-45-00;32;4;28
2017-01-06-19-00-00;39;12;27
2017-01-06-19-15-00;33;4;29
2017-01-06-19-30-00;38;6;32
2017-01-06-19-45-00;29;8;21
2017-01-06-20-00-00;19;2;17
2017-01-06-20-15-00;12;2;10
2017-01-06-20-30-00;15;4;11
2017-01-06-20-45-00;13;3;10
2017-01-06-21-00-00;21;9;12
2017-01-06-21-15-00;7;0;7
2017-01-06-21-30-00;4;0;4
2017-01-06-21-45-00;12;1;11
2017-01-06-22-00-00;20;5;15
2017-01-06-22-15-00;8;1;7
2017-01-06-22-30-00;10;3;7
2017-01-06-22-45-00;14;2;12
2017-01-06-23-00-00;11;1;10
2017-01-06-23-15-00;9;2;7
2017-01-06-23-30-00;9;0;9
2017-01-06-23-45-00;9;0;9
2017-01-07-00-00-00;7;1;6
2017-01-07-00-15-00;6;1;5
2017-01-07-00-30-00;3;0;3
2017-01-07-00-45-00;6;0;6
2017-01-07-01-00-00;4;1;3
2017-01-07-01-15-00;6;0;6
2017-01-07-01-30-00;9;1;8
2017-01-07-01-45-00;1;0;1
2017-01-07-02-00-00;3;1;2
2017-01-07-02-15-00;4;0;4
2017-01-07-02-30-00;5;0;5
2017-01-07-02-45-00;2;0;2
2017-01-07-03-00-00;2;1;1
2017-01-07-03-15-00;5;0;5
2017-01-07-03-30-00;1;0;1
2017-01-07-03-45-00;0;0;0
2017-01-07-04-00-00;0;0;0
2017-01-07-04-15-00;0;0;0
2017-01-07-04-30-00;2;0;2
2017-01-07-04-45-00;2;0;2
2017-01-07-05-00-00;3;1;2
2017-01-07-05-15-00;3;3;0
2017-01-07-05-30-00;1;0;1
2017-01-07-05-45-00;0;0;0
2017-01-07-06-00-00;0;0;0
2017-01-07-06-15-00;0;0;0
2017-01-07-06-30-00;1;1;0
2017-01-07-06-45-00;1;1;0
2017-01-07-07-00-00;5;1;4
2017-01-07-07-15-00;5;4;1
2017-01-07-07-30-00;4;2;2
2017-01-07-07-45-00;1;1;0
2017-01-07-08-00-00;3;2;1
2017-01-07-08-15-00;2;2;0
2017-01-07-08-30-00;4;1;3
2017-01-07-08-45-00;10;5;5
2017-01-07-09-00-00;7;6;1
2017-01-07-09-15-00;15;6;9
2017-01-07-09-30-00;17;9;8
2017-01-07-09-45-00;13;3;10
2017-01-07-10-00-00;16;6;10
2017-01-07-10-15-00;23;12;11
2017-01-07-10-30-00;18;14;4
2017-01-07-10-45-00;18;11;7
2017-01-07-11-00-00;16;7;9
2017-01-07-11-15-00;19;5;14
2017-01-07-11-30-00;34;7;27
2017-01-07-11-45-00;23;9;14
2017-01-07-12-00-00;29;18;11
2017-01-07-12-15-00;25;12;13
2017-01-07-12-30-00;31;14;17
2017-01-07-12-45-00;23;7;16
2017-01-07-13-00-00;23;8;15
2017-01-07-13-15-00;23;6;17
2017-01-07-13-30-00;39;12;27
2017-01-07-13-45-00;39;17;22
2017-01-07-14-00-00;26;12;14
2017-01-07-14-15-00;26;13;13
2017-01-07-14-30-00;40;13;27
2017-01-07-14-45-00;40;11;29
2017-01-07-15-00-00;32;6;26
2017-01-07-15-15-00;32;15;17
2017-01-07-15-30-00;40;11;29
2017-01-07-15-45-00;35;12;23
2017-01-07-16-00-00;29;5;24
2017-01-07-16-15-00;22;5;17
2017-01-07-16-30-00;14;4;10
2017-01-07-16-45-00;21;2;19
2017-01-07-17-00-00;20;4;16
2017-01-07-17-15-00;16;2;14
2017-01-07-17-30-00;14;3;11
2017-01-07-17-45-00;9;1;8
2017-01-07-18-00-00;8;0;8
2017-01-07-18-15-00;4;0;4
2017-01-07-18-30-00;12;3;9
2017-01-07-18-45-00;10;3;7
2017-01-07-19-00-00;12;6;6
2017-01-07-19-15-00;15;2;13
2017-01-07-19-30-00;10;1;9
2017-01-07-19-45-00;2;1;1
2017-01-07-20-00-00;6;0;6
2017-01-07-20-15-00;3;1;2
2017-01-07-20-30-00;2;1;1
2017-01-07-20-45-00;0;0;0
2017-01-07-21-00-00;2;0;2
2017-01-07-21-15-00;1;0;1
2017-01-07-21-30-00;2;2;0
2017-01-07-21-45-00;1;0;1
2017-01-07-22-00-00;1;0;1
2017-01-07-22-15-00;2;0;2
2017-01-07-22-30-00;1;0;1
2017-01-07-22-45-00;1;0;1
2017-01-07-23-00-00;1;0;1
2017-01-07-23-15-00;2;0;2
2017-01-07-23-30-00;1;0;1
2017-01-07-23-45-00;3;1;2
2017-01-08-00-00-00;1;0;1
2017-01-08-00-15-00;0;0;0
2017-01-08-00-30-00;2;1;1
2017-01-08-00-45-00;1;0;1
2017-01-08-01-00-00;2;0;2
2017-01-08-01-15-00;2;0;2
2017-01-08-01-30-00;8;6;2
2017-01-08-01-45-00;10;4;6
2017-01-08-02-00-00;0;0;0
2017-01-08-02-15-00;0;0;0
2017-01-08-02-30-00;0;0;0
2017-01-08-02-45-00;0;0;0
2017-01-08-03-00-00;1;0;1
2017-01-08-03-15-00;0;0;0
2017-01-08-03-30-00;2;0;2
2017-01-08-03-45-00;0;0;0
2017-01-08-04-00-00;0;0;0
2017-01-08-04-15-00;0;0;0
2017-01-08-04-30-00;1;0;1
2017-01-08-04-45-00;1;0;1
2017-01-08-05-00-00;1;1;0
2017-01-08-05-15-00;2;2;0
2017-01-08-05-30-00;0;0;0
2017-01-08-05-45-00;1;0;1
2017-01-08-06-00-00;1;1;0
2017-01-08-06-15-00;0;0;0
2017-01-08-06-30-00;3;1;2
2017-01-08-06-45-00;0;0;0
2017-01-08-07-00-00;0;0;0
2017-01-08-07-15-00;2;1;1
2017-01-08-07-30-00;1;0;1
2017-01-08-07-45-00;2;1;1
2017-01-08-08-00-00;0;0;0
2017-01-08-08-15-00;0;0;0
2017-01-08-08-30-00;2;1;1
2017-01-08-08-45-00;3;1;2
2017-01-08-09-00-00;3;2;1
2017-01-08-09-15-00;1;0;1
2017-01-08-09-30-00;3;2;1
2017-01-08-09-45-00;1;1;0
2017-01-08-10-00-00;11;5;6
