 ;5.12 BN - Straßburger Weg ;5.12 BN - Straßenburger Weg Radfahrer Ri. Süden ;5.12 BN - Straßenburger Weg Radfahrer Ri. Norden
2015-06-10-11-45-00;30;15;15
2015-06-10-12-00-00;38;16;22
2015-06-10-12-15-00;53;26;27
2015-06-10-12-30-00;40;12;28
2015-06-10-12-45-00;46;18;28
2015-06-10-13-00-00;52;16;36
2015-06-10-13-15-00;54;25;29
2015-06-10-13-30-00;44;20;24
2015-06-10-13-45-00;35;12;23
2015-06-10-14-00-00;46;19;27
2015-06-10-14-15-00;38;18;20
2015-06-10-14-30-00;49;26;23
2015-06-10-14-45-00;32;17;15
2015-06-10-15-00-00;40;18;22
2015-06-10-15-15-00;60;21;39
2015-06-10-15-30-00;70;25;45
2015-06-10-15-45-00;73;38;35
2015-06-10-16-00-00;80;37;43
2015-06-10-16-15-00;67;31;36
2015-06-10-16-30-00;59;32;27
2015-06-10-16-45-00;61;29;32
2015-06-10-17-00-00;79;40;39
2015-06-10-17-15-00;69;37;32
2015-06-10-17-30-00;87;55;32
2015-06-10-17-45-00;74;41;33
2015-06-10-18-00-00;77;42;35
2015-06-10-18-15-00;91;51;40
2015-06-10-18-30-00;63;35;28
2015-06-10-18-45-00;63;34;29
2015-06-10-19-00-00;51;19;32
2015-06-10-19-15-00;57;24;33
2015-06-10-19-30-00;44;20;24
2015-06-10-19-45-00;45;19;26
2015-06-10-20-00-00;53;27;26
2015-06-10-20-15-00;38;13;25
2015-06-10-20-30-00;31;11;20
2015-06-10-20-45-00;20;8;12
2015-06-10-21-00-00;20;7;13
2015-06-10-21-15-00;20;9;11
2015-06-10-21-30-00;26;11;15
2015-06-10-21-45-00;28;9;19
2015-06-10-22-00-00;18;4;14
2015-06-10-22-15-00;20;6;14
2015-06-10-22-30-00;14;3;11
2015-06-10-22-45-00;10;2;8
2015-06-10-23-00-00;11;2;9
2015-06-10-23-15-00;14;5;9
2015-06-10-23-30-00;5;2;3
2015-06-10-23-45-00;4;0;4
2015-06-11-00-00-00;7;0;7
2015-06-11-00-15-00;7;2;5
2015-06-11-00-30-00;6;0;6
2015-06-11-00-45-00;5;3;2
2015-06-11-01-00-00;2;2;0
2015-06-11-01-15-00;2;1;1
2015-06-11-01-30-00;3;0;3
2015-06-11-01-45-00;1;0;1
2015-06-11-02-00-00;0;0;0
2015-06-11-02-15-00;3;0;3
2015-06-11-02-30-00;1;0;1
2015-06-11-02-45-00;0;0;0
2015-06-11-03-00-00;0;0;0
2015-06-11-03-15-00;1;0;1
2015-06-11-03-30-00;0;0;0
2015-06-11-03-45-00;1;0;1
2015-06-11-04-00-00;1;1;0
2015-06-11-04-15-00;1;1;0
2015-06-11-04-30-00;1;1;0
2015-06-11-04-45-00;1;1;0
2015-06-11-05-00-00;0;0;0
2015-06-11-05-15-00;2;2;0
2015-06-11-05-30-00;8;5;3
2015-06-11-05-45-00;7;5;2
2015-06-11-06-00-00;12;6;6
2015-06-11-06-15-00;17;14;3
2015-06-11-06-30-00;20;9;11
2015-06-11-06-45-00;25;15;10
2015-06-11-07-00-00;32;15;17
2015-06-11-07-15-00;55;27;28
2015-06-11-07-30-00;103;46;57
2015-06-11-07-45-00;74;38;36
2015-06-11-08-00-00;128;52;76
2015-06-11-08-15-00;133;55;78
2015-06-11-08-30-00;111;50;61
2015-06-11-08-45-00;125;47;78
2015-06-11-09-00-00;65;20;45
2015-06-11-09-15-00;82;35;47
2015-06-11-09-30-00;49;25;24
2015-06-11-09-45-00;51;32;19
2015-06-11-10-00-00;44;20;24
2015-06-11-10-15-00;40;18;22
2015-06-11-10-30-00;51;21;30
2015-06-11-10-45-00;46;27;19
2015-06-11-11-00-00;33;18;15
2015-06-11-11-15-00;27;9;18
2015-06-11-11-30-00;40;21;19
2015-06-11-11-45-00;35;21;14
2015-06-11-12-00-00;37;17;20
2015-06-11-12-15-00;35;14;21
2015-06-11-12-30-00;41;20;21
2015-06-11-12-45-00;43;19;24
2015-06-11-13-00-00;32;10;22
2015-06-11-13-15-00;49;24;25
2015-06-11-13-30-00;52;26;26
2015-06-11-13-45-00;43;17;26
2015-06-11-14-00-00;39;16;23
2015-06-11-14-15-00;40;20;20
2015-06-11-14-30-00;43;22;21
2015-06-11-14-45-00;48;19;29
2015-06-11-15-00-00;34;16;18
2015-06-11-15-15-00;58;27;31
2015-06-11-15-30-00;65;34;31
2015-06-11-15-45-00;82;28;54
2015-06-11-16-00-00;78;34;44
2015-06-11-16-15-00;74;26;48
2015-06-11-16-30-00;78;44;34
2015-06-11-16-45-00;70;43;27
2015-06-11-17-00-00;74;37;37
2015-06-11-17-15-00;70;37;33
2015-06-11-17-30-00;85;54;31
2015-06-11-17-45-00;78;43;35
2015-06-11-18-00-00;74;26;48
2015-06-11-18-15-00;113;54;59
2015-06-11-18-30-00;68;38;30
2015-06-11-18-45-00;66;32;34
2015-06-11-19-00-00;52;28;24
2015-06-11-19-15-00;52;22;30
2015-06-11-19-30-00;53;25;28
2015-06-11-19-45-00;58;25;33
2015-06-11-20-00-00;36;12;24
2015-06-11-20-15-00;44;16;28
2015-06-11-20-30-00;22;15;7
2015-06-11-20-45-00;20;9;11
2015-06-11-21-00-00;20;10;10
2015-06-11-21-15-00;35;11;24
2015-06-11-21-30-00;19;7;12
2015-06-11-21-45-00;18;8;10
2015-06-11-22-00-00;30;9;21
2015-06-11-22-15-00;21;8;13
2015-06-11-22-30-00;15;3;12
2015-06-11-22-45-00;18;8;10
2015-06-11-23-00-00;16;3;13
2015-06-11-23-15-00;10;2;8
2015-06-11-23-30-00;8;2;6
2015-06-11-23-45-00;11;1;10
2015-06-12-00-00-00;10;2;8
2015-06-12-00-15-00;3;1;2
2015-06-12-00-30-00;3;1;2
2015-06-12-00-45-00;4;1;3
2015-06-12-01-00-00;3;3;0
2015-06-12-01-15-00;3;1;2
2015-06-12-01-30-00;4;0;4
2015-06-12-01-45-00;1;0;1
2015-06-12-02-00-00;1;0;1
2015-06-12-02-15-00;3;2;1
2015-06-12-02-30-00;0;0;0
2015-06-12-02-45-00;0;0;0
2015-06-12-03-00-00;4;0;4
2015-06-12-03-15-00;3;1;2
2015-06-12-03-30-00;1;0;1
2015-06-12-03-45-00;1;0;1
2015-06-12-04-00-00;3;1;2
2015-06-12-04-15-00;3;2;1
2015-06-12-04-30-00;1;1;0
2015-06-12-04-45-00;0;0;0
2015-06-12-05-00-00;1;1;0
2015-06-12-05-15-00;3;2;1
2015-06-12-05-30-00;10;6;4
2015-06-12-05-45-00;9;5;4
2015-06-12-06-00-00;5;3;2
2015-06-12-06-15-00;11;10;1
2015-06-12-06-30-00;16;9;7
2015-06-12-06-45-00;24;16;8
2015-06-12-07-00-00;34;13;21
2015-06-12-07-15-00;37;14;23
2015-06-12-07-30-00;75;33;42
2015-06-12-07-45-00;91;48;43
2015-06-12-08-00-00;87;42;45
2015-06-12-08-15-00;99;38;61
2015-06-12-08-30-00;106;45;61
2015-06-12-08-45-00;93;29;64
2015-06-12-09-00-00;62;24;38
2015-06-12-09-15-00;61;35;26
2015-06-12-09-30-00;59;24;35
2015-06-12-09-45-00;45;26;19
2015-06-12-10-00-00;38;21;17
2015-06-12-10-15-00;29;14;15
2015-06-12-10-30-00;30;20;10
2015-06-12-10-45-00;44;26;18
2015-06-12-11-00-00;48;30;18
2015-06-12-11-15-00;28;17;11
2015-06-12-11-30-00;39;18;21
2015-06-12-11-45-00;41;16;25
2015-06-12-12-00-00;34;13;21
2015-06-12-12-15-00;50;24;26
2015-06-12-12-30-00;49;22;27
2015-06-12-12-45-00;42;16;26
2015-06-12-13-00-00;44;14;30
2015-06-12-13-15-00;49;23;26
2015-06-12-13-30-00;52;28;24
2015-06-12-13-45-00;66;29;37
2015-06-12-14-00-00;51;20;31
2015-06-12-14-15-00;52;24;28
2015-06-12-14-30-00;56;31;25
2015-06-12-14-45-00;53;19;34
2015-06-12-15-00-00;53;24;29
2015-06-12-15-15-00;62;32;30
2015-06-12-15-30-00;53;35;18
2015-06-12-15-45-00;70;36;34
2015-06-12-16-00-00;66;30;36
2015-06-12-16-15-00;68;34;34
2015-06-12-16-30-00;56;27;29
2015-06-12-16-45-00;45;16;29
2015-06-12-17-00-00;15;8;7
2015-06-12-17-15-00;19;11;8
2015-06-12-17-30-00;21;16;5
2015-06-12-17-45-00;60;31;29
2015-06-12-18-00-00;41;15;26
2015-06-12-18-15-00;45;23;22
2015-06-12-18-30-00;21;5;16
2015-06-12-18-45-00;31;17;14
2015-06-12-19-00-00;30;17;13
2015-06-12-19-15-00;28;13;15
2015-06-12-19-30-00;11;8;3
2015-06-12-19-45-00;25;13;12
2015-06-12-20-00-00;16;6;10
2015-06-12-20-15-00;22;10;12
2015-06-12-20-30-00;10;5;5
2015-06-12-20-45-00;10;6;4
2015-06-12-21-00-00;8;4;4
2015-06-12-21-15-00;14;10;4
2015-06-12-21-30-00;5;4;1
2015-06-12-21-45-00;7;1;6
2015-06-12-22-00-00;9;3;6
2015-06-12-22-15-00;10;1;9
2015-06-12-22-30-00;4;2;2
2015-06-12-22-45-00;5;1;4
2015-06-12-23-00-00;9;4;5
2015-06-12-23-15-00;2;0;2
2015-06-12-23-30-00;4;0;4
2015-06-12-23-45-00;8;2;6
2015-06-13-00-00-00;8;1;7
2015-06-13-00-15-00;4;3;1
2015-06-13-00-30-00;3;2;1
2015-06-13-00-45-00;4;1;3
2015-06-13-01-00-00;4;1;3
2015-06-13-01-15-00;4;0;4
2015-06-13-01-30-00;8;3;5
2015-06-13-01-45-00;3;0;3
2015-06-13-02-00-00;1;0;1
2015-06-13-02-15-00;0;0;0
2015-06-13-02-30-00;1;0;1
2015-06-13-02-45-00;1;0;1
2015-06-13-03-00-00;1;0;1
2015-06-13-03-15-00;0;0;0
2015-06-13-03-30-00;2;0;2
2015-06-13-03-45-00;1;0;1
2015-06-13-04-00-00;0;0;0
2015-06-13-04-15-00;1;0;1
2015-06-13-04-30-00;1;1;0
2015-06-13-04-45-00;1;0;1
2015-06-13-05-00-00;0;0;0
2015-06-13-05-15-00;1;1;0
2015-06-13-05-30-00;3;1;2
2015-06-13-05-45-00;3;1;2
2015-06-13-06-00-00;1;0;1
2015-06-13-06-15-00;5;4;1
2015-06-13-06-30-00;2;1;1
2015-06-13-06-45-00;3;1;2
2015-06-13-07-00-00;3;1;2
2015-06-13-07-15-00;2;2;0
2015-06-13-07-30-00;3;2;1
2015-06-13-07-45-00;3;1;2
2015-06-13-08-00-00;2;0;2
2015-06-13-08-15-00;8;4;4
2015-06-13-08-30-00;5;5;0
2015-06-13-08-45-00;9;7;2
2015-06-13-09-00-00;16;13;3
2015-06-13-09-15-00;10;7;3
2015-06-13-09-30-00;11;4;7
2015-06-13-09-45-00;13;9;4
2015-06-13-10-00-00;5;3;2
2015-06-13-10-15-00;5;2;3
2015-06-13-10-30-00;6;2;4
2015-06-13-10-45-00;3;2;1
2015-06-13-11-00-00;4;2;2
2015-06-13-11-15-00;6;1;5
2015-06-13-11-30-00;20;9;11
2015-06-13-11-45-00;24;17;7
2015-06-13-12-00-00;16;8;8
2015-06-13-12-15-00;15;12;3
2015-06-13-12-30-00;26;19;7
2015-06-13-12-45-00;20;11;9
2015-06-13-13-00-00;18;8;10
2015-06-13-13-15-00;26;17;9
2015-06-13-13-30-00;30;16;14
2015-06-13-13-45-00;40;21;19
2015-06-13-14-00-00;21;15;6
2015-06-13-14-15-00;22;13;9
2015-06-13-14-30-00;42;24;18
2015-06-13-14-45-00;28;21;7
2015-06-13-15-00-00;25;15;10
2015-06-13-15-15-00;33;19;14
2015-06-13-15-30-00;28;14;14
2015-06-13-15-45-00;33;13;20
2015-06-13-16-00-00;37;13;24
2015-06-13-16-15-00;38;20;18
2015-06-13-16-30-00;35;16;19
2015-06-13-16-45-00;29;15;14
2015-06-13-17-00-00;46;18;28
2015-06-13-17-15-00;45;13;32
2015-06-13-17-30-00;40;11;29
2015-06-13-17-45-00;37;13;24
2015-06-13-18-00-00;28;8;20
2015-06-13-18-15-00;30;15;15
2015-06-13-18-30-00;28;10;18
2015-06-13-18-45-00;32;17;15
2015-06-13-19-00-00;23;12;11
2015-06-13-19-15-00;23;12;11
2015-06-13-19-30-00;20;10;10
2015-06-13-19-45-00;24;6;18
2015-06-13-20-00-00;17;8;9
2015-06-13-20-15-00;13;7;6
2015-06-13-20-30-00;13;6;7
2015-06-13-20-45-00;9;4;5
2015-06-13-21-00-00;11;8;3
2015-06-13-21-15-00;14;5;9
2015-06-13-21-30-00;11;5;6
2015-06-13-21-45-00;8;3;5
2015-06-13-22-00-00;2;1;1
2015-06-13-22-15-00;7;3;4
2015-06-13-22-30-00;15;4;11
2015-06-13-22-45-00;10;2;8
2015-06-13-23-00-00;9;1;8
2015-06-13-23-15-00;13;4;9
2015-06-13-23-30-00;14;3;11
2015-06-13-23-45-00;8;4;4
2015-06-14-00-00-00;12;8;4
2015-06-14-00-15-00;6;1;5
2015-06-14-00-30-00;6;3;3
2015-06-14-00-45-00;3;1;2
2015-06-14-01-00-00;3;0;3
2015-06-14-01-15-00;3;1;2
2015-06-14-01-30-00;6;0;6
2015-06-14-01-45-00;3;2;1
2015-06-14-02-00-00;5;0;5
2015-06-14-02-15-00;2;0;2
2015-06-14-02-30-00;7;1;6
2015-06-14-02-45-00;1;0;1
2015-06-14-03-00-00;1;1;0
2015-06-14-03-15-00;0;0;0
2015-06-14-03-30-00;4;1;3
2015-06-14-03-45-00;3;0;3
2015-06-14-04-00-00;1;1;0
2015-06-14-04-15-00;5;3;2
2015-06-14-04-30-00;3;1;2
2015-06-14-04-45-00;1;0;1
2015-06-14-05-00-00;2;1;1
2015-06-14-05-15-00;2;1;1
2015-06-14-05-30-00;3;1;2
2015-06-14-05-45-00;1;0;1
2015-06-14-06-00-00;3;2;1
2015-06-14-06-15-00;5;2;3
2015-06-14-06-30-00;3;2;1
2015-06-14-06-45-00;0;0;0
2015-06-14-07-00-00;1;0;1
2015-06-14-07-15-00;4;1;3
2015-06-14-07-30-00;6;5;1
2015-06-14-07-45-00;6;4;2
2015-06-14-08-00-00;7;4;3
2015-06-14-08-15-00;5;3;2
2015-06-14-08-30-00;7;5;2
2015-06-14-08-45-00;6;2;4
2015-06-14-09-00-00;8;5;3
2015-06-14-09-15-00;13;6;7
2015-06-14-09-30-00;7;5;2
2015-06-14-09-45-00;10;6;4
2015-06-14-10-00-00;10;4;6
2015-06-14-10-15-00;23;12;11
2015-06-14-10-30-00;27;19;8
2015-06-14-10-45-00;29;12;17
2015-06-14-11-00-00;28;14;14
2015-06-14-11-15-00;23;10;13
2015-06-14-11-30-00;31;9;22
2015-06-14-11-45-00;37;18;19
2015-06-14-12-00-00;25;10;15
2015-06-14-12-15-00;43;9;34
2015-06-14-12-30-00;35;15;20
2015-06-14-12-45-00;32;17;15
2015-06-14-13-00-00;48;18;30
2015-06-14-13-15-00;26;15;11
2015-06-14-13-30-00;37;21;16
2015-06-14-13-45-00;34;18;16
2015-06-14-14-00-00;33;12;21
2015-06-14-14-15-00;39;20;19
2015-06-14-14-30-00;52;27;25
2015-06-14-14-45-00;50;25;25
2015-06-14-15-00-00;38;13;25
2015-06-14-15-15-00;21;8;13
2015-06-14-15-30-00;39;14;25
2015-06-14-15-45-00;29;17;12
2015-06-14-16-00-00;39;9;30
2015-06-14-16-15-00;23;10;13
2015-06-14-16-30-00;34;16;18
2015-06-14-16-45-00;24;9;15
2015-06-14-17-00-00;27;8;19
2015-06-14-17-15-00;43;22;21
2015-06-14-17-30-00;32;15;17
2015-06-14-17-45-00;46;23;23
2015-06-14-18-00-00;23;4;19
2015-06-14-18-15-00;33;14;19
2015-06-14-18-30-00;23;7;16
2015-06-14-18-45-00;32;13;19
2015-06-14-19-00-00;28;9;19
2015-06-14-19-15-00;28;14;14
2015-06-14-19-30-00;22;11;11
2015-06-14-19-45-00;15;9;6
2015-06-14-20-00-00;24;14;10
2015-06-14-20-15-00;27;17;10
2015-06-14-20-30-00;14;9;5
2015-06-14-20-45-00;11;3;8
2015-06-14-21-00-00;13;2;11
2015-06-14-21-15-00;11;2;9
2015-06-14-21-30-00;8;2;6
2015-06-14-21-45-00;9;2;7
2015-06-14-22-00-00;12;3;9
2015-06-14-22-15-00;7;1;6
2015-06-14-22-30-00;4;1;3
2015-06-14-22-45-00;3;1;2
2015-06-14-23-00-00;3;0;3
2015-06-14-23-15-00;3;2;1
2015-06-14-23-30-00;4;1;3
2015-06-14-23-45-00;7;4;3
2015-06-15-00-00-00;1;0;1
2015-06-15-00-15-00;0;0;0
2015-06-15-00-30-00;1;0;1
2015-06-15-00-45-00;0;0;0
2015-06-15-01-00-00;2;1;1
2015-06-15-01-15-00;1;0;1
2015-06-15-01-30-00;0;0;0
2015-06-15-01-45-00;0;0;0
2015-06-15-02-00-00;0;0;0
2015-06-15-02-15-00;0;0;0
2015-06-15-02-30-00;0;0;0
2015-06-15-02-45-00;0;0;0
2015-06-15-03-00-00;0;0;0
2015-06-15-03-15-00;1;0;1
2015-06-15-03-30-00;0;0;0
2015-06-15-03-45-00;0;0;0
2015-06-15-04-00-00;1;1;0
2015-06-15-04-15-00;1;0;1
2015-06-15-04-30-00;2;2;0
2015-06-15-04-45-00;0;0;0
2015-06-15-05-00-00;3;2;1
2015-06-15-05-15-00;3;2;1
2015-06-15-05-30-00;3;2;1
2015-06-15-05-45-00;6;5;1
2015-06-15-06-00-00;9;5;4
2015-06-15-06-15-00;11;7;4
2015-06-15-06-30-00;22;13;9
2015-06-15-06-45-00;30;16;14
2015-06-15-07-00-00;34;18;16
2015-06-15-07-15-00;32;18;14
2015-06-15-07-30-00;77;39;38
2015-06-15-07-45-00;78;45;33
2015-06-15-08-00-00;88;44;44
2015-06-15-08-15-00;104;53;51
2015-06-15-08-30-00;112;40;72
2015-06-15-08-45-00;116;50;66
2015-06-15-09-00-00;79;24;55
2015-06-15-09-15-00;46;19;27
2015-06-15-09-30-00;47;26;21
2015-06-15-09-45-00;43;22;21
2015-06-15-10-00-00;33;17;16
2015-06-15-10-15-00;29;15;14
2015-06-15-10-30-00;37;18;19
2015-06-15-10-45-00;28;13;15
2015-06-15-11-00-00;30;20;10
2015-06-15-11-15-00;24;15;9
2015-06-15-11-30-00;35;16;19
2015-06-15-11-45-00;29;15;14
2015-06-15-12-00-00;42;16;26
2015-06-15-12-15-00;23;7;16
2015-06-15-12-30-00;23;7;16
2015-06-15-12-45-00;35;11;24
2015-06-15-13-00-00;19;4;15
2015-06-15-13-15-00;39;15;24
2015-06-15-13-30-00;41;14;27
2015-06-15-13-45-00;36;20;16
2015-06-15-14-00-00;34;19;15
2015-06-15-14-15-00;38;22;16
2015-06-15-14-30-00;40;14;26
2015-06-15-14-45-00;35;21;14
2015-06-15-15-00-00;46;20;26
2015-06-15-15-15-00;32;13;19
2015-06-15-15-30-00;48;25;23
2015-06-15-15-45-00;64;25;39
2015-06-15-16-00-00;77;35;42
2015-06-15-16-15-00;60;28;32
2015-06-15-16-30-00;73;41;32
2015-06-15-16-45-00;72;29;43
2015-06-15-17-00-00;69;33;36
2015-06-15-17-15-00;70;37;33
2015-06-15-17-30-00;87;44;43
2015-06-15-17-45-00;83;41;42
2015-06-15-18-00-00;68;24;44
2015-06-15-18-15-00;81;41;40
2015-06-15-18-30-00;77;49;28
2015-06-15-18-45-00;67;36;31
2015-06-15-19-00-00;56;23;33
2015-06-15-19-15-00;54;23;31
2015-06-15-19-30-00;58;26;32
2015-06-15-19-45-00;43;16;27
2015-06-15-20-00-00;38;14;24
2015-06-15-20-15-00;37;16;21
2015-06-15-20-30-00;28;14;14
2015-06-15-20-45-00;17;5;12
2015-06-15-21-00-00;11;4;7
2015-06-15-21-15-00;21;7;14
2015-06-15-21-30-00;19;8;11
2015-06-15-21-45-00;20;4;16
2015-06-15-22-00-00;12;5;7
2015-06-15-22-15-00;16;8;8
2015-06-15-22-30-00;16;8;8
2015-06-15-22-45-00;13;2;11
2015-06-15-23-00-00;7;1;6
2015-06-15-23-15-00;2;1;1
2015-06-15-23-30-00;6;1;5
2015-06-15-23-45-00;3;0;3
2015-06-16-00-00-00;2;1;1
2015-06-16-00-15-00;2;0;2
2015-06-16-00-30-00;0;0;0
2015-06-16-00-45-00;3;1;2
2015-06-16-01-00-00;0;0;0
2015-06-16-01-15-00;1;0;1
2015-06-16-01-30-00;1;1;0
2015-06-16-01-45-00;0;0;0
2015-06-16-02-00-00;0;0;0
2015-06-16-02-15-00;0;0;0
2015-06-16-02-30-00;2;0;2
2015-06-16-02-45-00;0;0;0
2015-06-16-03-00-00;1;1;0
2015-06-16-03-15-00;2;0;2
2015-06-16-03-30-00;0;0;0
2015-06-16-03-45-00;0;0;0
2015-06-16-04-00-00;1;1;0
2015-06-16-04-15-00;0;0;0
2015-06-16-04-30-00;1;1;0
2015-06-16-04-45-00;2;0;2
2015-06-16-05-00-00;1;1;0
2015-06-16-05-15-00;3;2;1
2015-06-16-05-30-00;4;3;1
2015-06-16-05-45-00;7;4;3
2015-06-16-06-00-00;13;8;5
2015-06-16-06-15-00;17;14;3
2015-06-16-06-30-00;23;9;14
2015-06-16-06-45-00;36;18;18
2015-06-16-07-00-00;29;15;14
2015-06-16-07-15-00;56;21;35
2015-06-16-07-30-00;82;39;43
2015-06-16-07-45-00;93;50;43
2015-06-16-08-00-00;104;56;48
2015-06-16-08-15-00;125;51;74
2015-06-16-08-30-00;123;54;69
2015-06-16-08-45-00;133;54;79
2015-06-16-09-00-00;80;25;55
2015-06-16-09-15-00;68;35;33
2015-06-16-09-30-00;47;27;20
2015-06-16-09-45-00;47;27;20
2015-06-16-10-00-00;54;26;28
2015-06-16-10-15-00;41;13;28
2015-06-16-10-30-00;45;21;24
2015-06-16-10-45-00;36;22;14
2015-06-16-11-00-00;28;15;13
2015-06-16-11-15-00;40;25;15
2015-06-16-11-30-00;30;20;10
2015-06-16-11-45-00;52;30;22
2015-06-16-12-00-00;39;15;24
2015-06-16-12-15-00;37;15;22
2015-06-16-12-30-00;33;13;20
2015-06-16-12-45-00;39;11;28
2015-06-16-13-00-00;35;14;21
2015-06-16-13-15-00;45;18;27
2015-06-16-13-30-00;56;27;29
2015-06-16-13-45-00;71;23;48
2015-06-16-14-00-00;43;22;21
2015-06-16-14-15-00;46;13;33
2015-06-16-14-30-00;40;19;21
2015-06-16-14-45-00;32;10;22
2015-06-16-15-00-00;58;20;38
2015-06-16-15-15-00;54;27;27
2015-06-16-15-30-00;51;21;30
2015-06-16-15-45-00;70;39;31
2015-06-16-16-00-00;79;37;42
2015-06-16-16-15-00;68;40;28
2015-06-16-16-30-00;66;34;32
2015-06-16-16-45-00;73;33;40
2015-06-16-17-00-00;68;35;33
2015-06-16-17-15-00;106;58;48
2015-06-16-17-30-00;108;54;54
2015-06-16-17-45-00;104;55;49
2015-06-16-18-00-00;90;47;43
2015-06-16-18-15-00;89;47;42
2015-06-16-18-30-00;71;37;34
2015-06-16-18-45-00;81;41;40
2015-06-16-19-00-00;52;25;27
2015-06-16-19-15-00;59;27;32
2015-06-16-19-30-00;44;23;21
2015-06-16-19-45-00;38;15;23
2015-06-16-20-00-00;44;17;27
2015-06-16-20-15-00;30;10;20
2015-06-16-20-30-00;38;21;17
2015-06-16-20-45-00;43;8;35
2015-06-16-21-00-00;28;8;20
2015-06-16-21-15-00;22;9;13
2015-06-16-21-30-00;19;4;15
2015-06-16-21-45-00;13;4;9
2015-06-16-22-00-00;20;6;14
2015-06-16-22-15-00;24;9;15
2015-06-16-22-30-00;20;6;14
2015-06-16-22-45-00;6;0;6
2015-06-16-23-00-00;8;4;4
2015-06-16-23-15-00;12;5;7
2015-06-16-23-30-00;12;6;6
2015-06-16-23-45-00;7;3;4
2015-06-17-00-00-00;2;0;2
2015-06-17-00-15-00;2;1;1
2015-06-17-00-30-00;3;0;3
2015-06-17-00-45-00;5;3;2
2015-06-17-01-00-00;0;0;0
2015-06-17-01-15-00;2;0;2
2015-06-17-01-30-00;0;0;0
2015-06-17-01-45-00;1;0;1
2015-06-17-02-00-00;2;1;1
2015-06-17-02-15-00;0;0;0
2015-06-17-02-30-00;1;0;1
2015-06-17-02-45-00;0;0;0
2015-06-17-03-00-00;0;0;0
2015-06-17-03-15-00;1;0;1
2015-06-17-03-30-00;0;0;0
2015-06-17-03-45-00;0;0;0
2015-06-17-04-00-00;1;1;0
2015-06-17-04-15-00;1;0;1
2015-06-17-04-30-00;2;2;0
2015-06-17-04-45-00;2;0;2
2015-06-17-05-00-00;2;0;2
2015-06-17-05-15-00;3;1;2
2015-06-17-05-30-00;9;7;2
2015-06-17-05-45-00;9;7;2
2015-06-17-06-00-00;12;5;7
2015-06-17-06-15-00;16;13;3
2015-06-17-06-30-00;23;11;12
2015-06-17-06-45-00;34;18;16
2015-06-17-07-00-00;32;12;20
2015-06-17-07-15-00;43;25;18
2015-06-17-07-30-00;87;33;54
2015-06-17-07-45-00;94;53;41
2015-06-17-08-00-00;106;46;60
2015-06-17-08-15-00;111;45;66
2015-06-17-08-30-00;113;50;63
2015-06-17-08-45-00;106;46;60
2015-06-17-09-00-00;70;26;44
2015-06-17-09-15-00;73;34;39
2015-06-17-09-30-00;60;38;22
2015-06-17-09-45-00;41;23;18
2015-06-17-10-00-00;33;14;19
2015-06-17-10-15-00;27;14;13
2015-06-17-10-30-00;29;14;15
2015-06-17-10-45-00;40;25;15
2015-06-17-11-00-00;21;11;10
2015-06-17-11-15-00;27;19;8
2015-06-17-11-30-00;27;13;14
2015-06-17-11-45-00;37;20;17
2015-06-17-12-00-00;39;14;25
2015-06-17-12-15-00;47;17;30
2015-06-17-12-30-00;49;23;26
2015-06-17-12-45-00;55;22;33
2015-06-17-13-00-00;45;21;24
2015-06-17-13-15-00;48;20;28
2015-06-17-13-30-00;38;13;25
2015-06-17-13-45-00;54;24;30
2015-06-17-14-00-00;42;18;24
2015-06-17-14-15-00;44;20;24
2015-06-17-14-30-00;49;22;27
2015-06-17-14-45-00;38;19;19
2015-06-17-15-00-00;48;22;26
2015-06-17-15-15-00;71;23;48
2015-06-17-15-30-00;77;38;39
2015-06-17-15-45-00;53;26;27
2015-06-17-16-00-00;87;38;49
2015-06-17-16-15-00;53;21;32
2015-06-17-16-30-00;77;45;32
2015-06-17-16-45-00;73;36;37
2015-06-17-17-00-00;82;39;43
2015-06-17-17-15-00;63;37;26
2015-06-17-17-30-00;81;45;36
2015-06-17-17-45-00;110;59;51
2015-06-17-18-00-00;84;47;37
2015-06-17-18-15-00;72;44;28
2015-06-17-18-30-00;72;24;48
2015-06-17-18-45-00;87;39;48
2015-06-17-19-00-00;46;20;26
2015-06-17-19-15-00;53;22;31
2015-06-17-19-30-00;49;18;31
2015-06-17-19-45-00;38;22;16
2015-06-17-20-00-00;46;12;34
2015-06-17-20-15-00;36;18;18
2015-06-17-20-30-00;29;20;9
2015-06-17-20-45-00;23;9;14
2015-06-17-21-00-00;22;6;16
2015-06-17-21-15-00;18;9;9
2015-06-17-21-30-00;21;11;10
2015-06-17-21-45-00;14;3;11
2015-06-17-22-00-00;20;9;11
2015-06-17-22-15-00;16;7;9
2015-06-17-22-30-00;28;15;13
2015-06-17-22-45-00;13;4;9
2015-06-17-23-00-00;10;4;6
2015-06-17-23-15-00;18;5;13
2015-06-17-23-30-00;9;2;7
2015-06-17-23-45-00;11;2;9
2015-06-18-00-00-00;3;0;3
2015-06-18-00-15-00;8;2;6
2015-06-18-00-30-00;6;1;5
2015-06-18-00-45-00;4;1;3
2015-06-18-01-00-00;0;0;0
2015-06-18-01-15-00;3;1;2
2015-06-18-01-30-00;1;0;1
2015-06-18-01-45-00;0;0;0
2015-06-18-02-00-00;1;0;1
2015-06-18-02-15-00;2;0;2
2015-06-18-02-30-00;0;0;0
